TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0106,68,5,1220,842640,0,34890,1.0,X,5,2020
1,0106,68,5,1220,129440,0,1281,2.0,X,5,2020
1,0106,69,5,1220,50135,0,6278,1.0,X,5,2020
1,0106,70,5,1220,86221,0,4103,1.0,X,5,2020
1,0106,70,5,1220,17349,0,345,2.0,X,5,2020
1,0106,72,5,1220,355988,0,9361,1.0,X,5,2020
1,0106,72,5,1220,50588,0,803,2.0,X,5,2020
1,0106,72,6,1220,10157,0,178,1.0,X,5,2020
1,0106,73,5,1220,1760194,0,124575,1.0,X,5,2020
1,0106,73,5,1220,177625,0,7568,2.0,X,5,2020
1,0106,73,6,1220,26622,0,821,1.0,X,5,2020
1,0106,74,5,1220,19661,0,890,1.0,X,5,2020
1,0106,76,5,1220,1129991,0,68228,1.0,X,5,2020
1,0106,76,5,1220,17952,0,81,2.0,X,5,2020
1,0106,78,5,1220,277865,0,2746,2.0,X,5,2020
1,0106,82,5,1220,15571,0,440,1.0,X,5,2020
1,0106,82,5,1220,27911,0,276,2.0,X,5,2020
1,0106,83,5,1220,49901,0,494,1.0,X,5,2020
1,0106,83,5,1220,10804,0,206,2.0,X,5,2020
1,0106,84,5,1220,7025952,0,128745,1.0,X,5,2020
1,0106,84,5,1220,3548672,0,50158,2.0,X,5,2020
1,0106,85,5,1220,1818679,0,39625,1.0,X,5,2020
1,0106,85,5,1220,98344,0,1779,2.0,X,5,2020
1,0106,86,5,1220,150784,0,2191,1.0,X,5,2020
1,0106,86,5,1220,24866,0,0,2.0,X,5,2020
1,0106,87,5,1220,5421325,0,93076,1.0,X,5,2020
1,0106,87,5,1220,767232,0,13082,2.0,X,5,2020
1,0106,88,5,1220,613162,0,766,1.0,X,5,2020
1,0106,89,5,1220,1639619,0,19090,1.0,X,5,2020
1,0106,89,5,1220,130438,0,2481,2.0,X,5,2020
1,0106,90,5,1220,2255720,0,8394,1.0,X,5,2020
1,0106,90,5,1220,571520,0,4512,2.0,X,5,2020
1,0106,94,5,1220,3369165,0,36767,1.0,X,5,2020
1,0106,94,5,1220,494345,0,5795,2.0,X,5,2020
1,0106,94,8,1220,7850,0,73,1.0,X,5,2020
1,0106,95,5,1220,32028,0,628,1.0,X,5,2020
1,0106,96,5,1220,612905,0,24879,1.0,X,5,2020
1,0106,96,5,1220,2868,0,56,2.0,X,5,2020
1,0106,98,5,1220,86068,0,2758,1.0,X,5,2020
1,0106,98,5,1220,2547,0,12,2.0,X,5,2020
1,0107,7,5,1220,554403,0,53102,1.0,X,5,2020
1,0107,10,5,1220,78657,0,1541,1.0,X,5,2020
1,0107,11,5,1220,33504,0,5205,1.0,X,5,2020
1,0107,20,5,1220,38350,0,750,1.0,X,5,2020
1,0107,31,5,1220,333884,0,31734,1.0,X,5,2020
1,0107,39,5,1220,16244,0,553,1.0,X,5,2020
1,0107,44,5,1220,14090,0,250,1.0,X,5,2020
1,0107,47,5,1220,3569,0,50,1.0,X,5,2020
1,0107,69,5,1220,13329,0,279,1.0,X,5,2020
1,0107,73,5,1220,14598,0,592,1.0,X,5,2020
1,0107,84,5,1220,3802,0,279,1.0,X,5,2020
1,0107,87,5,1220,7279,0,122,1.0,X,5,2020
1,0108,7,5,1220,180823,0,13481,1.0,X,5,2020
1,0108,10,5,1220,28968,0,630,1.0,X,5,2020
1,0108,12,5,1220,3099,0,116,1.0,X,5,2020
1,0108,27,5,1220,12043,0,362,1.0,X,5,2020
1,0108,31,5,1220,34092,0,3540,1.0,X,5,2020
1,0108,38,5,1220,32598,0,3220,1.0,X,5,2020
1,0108,38,5,1220,12850,0,1551,2.0,X,5,2020
1,0108,39,5,1220,4818,0,164,1.0,X,5,2020
1,0108,44,5,1220,81506,0,4906,1.0,X,5,2020
1,0108,44,6,1220,1066700,0,127931,1.0,X,5,2020
1,0108,47,5,1220,27396,0,1182,1.0,X,5,2020
1,0108,48,5,1220,883528,0,57894,1.0,X,5,2020
1,0108,56,5,1220,15610,0,402,1.0,X,5,2020
1,0108,82,5,1220,2726,0,35,1.0,X,5,2020
1,0108,84,5,1220,92454,0,3245,1.0,X,5,2020
1,0108,85,5,1220,6636,0,308,1.0,X,5,2020
1,0108,87,5,1220,106672,0,2996,1.0,X,5,2020
1,0108,88,5,1220,14515,0,284,1.0,X,5,2020
1,0109,32,5,1220,29450,0,357,1.0,X,5,2020
1,0109,48,5,1220,149455,0,3005,1.0,X,5,2020
1,0109,59,5,1220,12560,0,436,1.0,X,5,2020
1,0109,63,5,1220,4449,0,1,2.0,X,5,2020
1,0109,84,5,1220,4781,0,142,1.0,X,5,2020
1,0109,84,5,1220,15356,0,447,2.0,X,5,2020
1,0109,85,5,1220,3860,0,84,1.0,X,5,2020
1,0109,87,5,1220,8160,0,362,1.0,X,5,2020
1,0109,94,5,1220,3111,0,171,1.0,X,5,2020
1,0109,94,5,1220,3019,0,117,2.0,X,5,2020
1,0110,7,5,1220,33017,0,3412,1.0,X,5,2020
1,0110,10,5,1220,36680,0,717,1.0,X,5,2020
1,0110,38,5,1220,6270,0,757,1.0,X,5,2020
1,0110,44,5,1220,238912,0,17320,1.0,X,5,2020
1,0110,47,5,1220,249575,0,23246,1.0,X,5,2020
1,0110,48,5,1220,515515,0,21561,1.0,X,5,2020
1,0110,84,5,1220,58273,0,1361,1.0,X,5,2020
1,0110,89,5,1220,32377,0,170,2.0,X,5,2020
1,0115,1,5,1220,8188,0,792,1.0,X,5,2020
1,0115,3,5,1220,3569333,0,81232,1.0,X,5,2020
1,0115,3,5,1220,180041,0,6124,2.0,X,5,2020
1,0115,5,5,1220,565421,0,21659,1.0,X,5,2020
